title,url
Replication Data for: The Value of Postsecondary Credentials in the Labor Market: An Experimental Study,https://doi.org/10.7910/DVN/P8ETJ0
Replication Data for: Durably reducing transphobia: a field experiment on door-to-door canvassing,https://doi.org/10.7910/DVN/WKR39N
Social Exclusion and Political Identity: The Case of Asian American Partisanship,https://doi.org/10.7910/DVN/GMWOY6
"Replication Data for: Parties, Legislators, and the Origins of Proportional Representation",https://doi.org/10.7910/DVN/ICFNGT
Replication Data for: Electoral spillovers in an intertwined world: Brexit effects on the 2016 Spanish vote,https://doi.org/10.7910/DVN/MGMBL3
Replication data for: Liar’s Loan? Effects of Origination Channel and Information Falsification on Mortgage Delinquency,https://doi.org/10.7910/DVN/26180
Replication Data for: Measuring the Competitiveness of Elections,https://doi.org/10.7910/DVN/FYRQQE
CFC-12 Data used for “Relationship of Academic Procrastination and Consideration of Future Consequences – An Empirical Study among University Students,https://doi.org/10.7910/DVN/1KDJTZ
Replication Data for: The Conditional Nature of Political Risk: How Home Institutions Influence the Location of Foreign Direct Investment,https://doi.org/10.7910/DVN/SRPTCV
The Greek crisis: A story of self-reinforcing feedback mechanisms,https://doi.org/10.7910/DVN/EAABYT
Palgrave Communications' editorial board data sharing survey - raw data,https://doi.org/10.7910/DVN/JVZHFG
Data on PCB-EVL,https://doi.org/10.7910/DVN/EBNMYP
outcomes in maintenance remission studies in AAV,https://doi.org/10.7910/DVN/LDQPFG
Bursa Malaysia - Healthcare Industry,https://doi.org/10.7910/DVN/FMA3NN
Impact Evaluation of Closing the El Salvador Community Managed Schools Program (EDUCO),https://doi.org/10.7910/DVN/SAASPE
GPT Indicators,https://doi.org/10.7910/DVN/PQGHKA
"Entrevistas con vendedoras de verduras y frutas en un mercado tradicional en Cusco, Peru/Interviews with sellers in a traditional fruit and vegetable market in Cusco, Peru",https://doi.org/10.7910/DVN/JVUFJM
Replication Data for: Emotions and job satisfaction of Wandering scholars,https://doi.org/10.7910/DVN/GYBGO3
Replication Data for: Testing the mediating effect of job performance on the relationship between creating value for the community and job satisfaction,https://doi.org/10.7910/DVN/TNGALP
"Haz lo que Amas: Produccion Audiovisual en Medellin, Colombia. Work package 1",https://doi.org/10.7910/DVN/JWRMAJ
Replication Data for: Validation of the change-oriented capability scale in academic settings,https://doi.org/10.7910/DVN/KK9LUD
Replication Data for: Testing Affective Events Theory in the higher education context of a developing economy,https://doi.org/10.7910/DVN/QSFDCT
Replication Data for: Testing direct and indirect effects of work environment features on job satisfaction of academics with sciences backgrounds,https://doi.org/10.7910/DVN/AZOECV
Replication Data for: Seeing is Not Believing: Perceptions of Date Labels over Food and Attributes,https://doi.org/10.7910/DVN/HGJOVT
"Papeles de Genero en la Cadena de Valor de Caco en el VRAEM, Peru/Gender Roles in the Cacao Value Chain in the VRAEM; Peru",https://doi.org/10.7910/DVN/QKECWR
Entrevistas de Interveciónes establecer viniculos entre pequeños productores y consumidores en Cusco/Interviews with smallholders to develop links with urban consumers in Cusco,https://doi.org/10.7910/DVN/FP2F3S
EDENCE,https://doi.org/10.7910/DVN/WRL7ZS
Productivity and Welfare of Migrants in Chinese Megacities,https://doi.org/10.7910/DVN/OO6OUO
PPAY,https://doi.org/10.7910/DVN/UPUWZO
FAS,https://doi.org/10.7910/DVN/C9PYZM
FCAST,https://doi.org/10.7910/DVN/YIDM2B
Replication Data for Body Anthropometric Measurements of Singaporean Elderly Population,https://doi.org/10.7910/DVN/JSA627
"Religious Heritage Tourism and Creative Economy in Cirebon: The Diversity of Religious, Cultures and Culinary",https://doi.org/10.7910/DVN/VI85EM
Cirebon as the Silk Road: A New Approach of Heritage Tourisme and Creative Economy,https://doi.org/10.7910/DVN/ET2040
Profiling of the candidates: A Study of Recruitment and Selection Practices in A&B Technology Services,https://doi.org/10.7910/DVN/9IFULH
Cyber-Supply Chain Visibility: A Grounded Theory of Cybersecurity with Supply Chain Management,https://doi.org/10.7910/DVN/SCSE8D
Replication Data for: Transaction Costs in Collective Waste Recovery Systems in the EU,https://doi.org/10.7910/DVN/E5CHVZ
Socioeconomic High-resolution Rural-Urban Geographic Dataset for India (SHRUG),https://doi.org/10.7910/DVN/DPESAK
Replication Data for: Market logic as an efficiency measure of the organization of Olinda’s Carnival,https://doi.org/10.7910/DVN/8RO1VW
Replication Data for: Reasons and Intentions for Expatriation of Volleyball Players,https://doi.org/10.7910/DVN/DL4I7F
Replication Data for  customer complaint handling in customer dining service,https://doi.org/10.7910/DVN/4XM2NM
Replication Data for: Predicting decline of professionals during recruitment process using data science,https://doi.org/10.7910/DVN/GS5V8M
"Self-employed Women in Hawaii: Their Work and Family Lives, 1977-1979",https://doi.org/10.7910/DVN/DWUIWL
Replication data for: An Assessment of the Corruption Situation in Thailand,https://doi.org/10.7910/DVN/XIVYRW
Replication Data for: Networks and Manufacturing Firms in Africa: Results from a Randomized Field Experiment,https://doi.org/10.7910/DVN/HW9JQY
Blue Chip Economic Indicators,https://doi.org/10.7910/DVN/M2WNLO
Investigating fiscal and monetary policies coordination and public debt in Kenya: evidence from regime-switching and self-exciting threshold autoregressive models,https://doi.org/10.7910/DVN/H8DSEG
Replication Data for: Imperfect Competition in Selection Markets,https://doi.org/10.7910/DVN/L1PJNW
"Replication data for: ""Tracking the Slowdown in Long-Run GDP Growth""",https://doi.org/10.7910/DVN/EOFVTU
Replication data for: Corruption and Bilateral Trade Flows: Extortion or Evasion?,https://doi.org/10.7910/DVN/NHONSD
Replication Data for: How intermittent breaks in interaction improve collective intelligence,https://doi.org/10.7910/DVN/TSSQLY
Replication data for: French Roast: Consumer Responses to International Conflict--Evidence from Supermarket Scanner Data,https://doi.org/10.7910/DVN/28943
Replication data for: Enjoying the Quiet Life under Deregulation? Evidence from Adjusted Lerner Indices for U.S. Banks,https://doi.org/10.7910/DVN/5NWRNW
Replication data for: The Predictive Information Content of External Imbalances for Exchange Rate Returns: How Much Is It Worth?,https://doi.org/10.7910/DVN/ODMTSB
Information and Employee Evaluation: Evidence from a Randomized Intervention in Public Schools,https://doi.org/10.7910/DVN/1OFPOU
Replication Data for: Exporting and Firm Performance: Evidence from a Randomized Experiment,https://doi.org/10.7910/DVN/QOGMVI
WellWiki,https://doi.org/10.7910/DVN/26258
"Impacts of Breakthrough's school-based gender attitude change programme in Haryana, India",https://doi.org/10.7910/DVN/6DUTIC
Replication Data for: 'Negotiating a Better Future: How Interpersonal Skills Facilitate Intergenerational Investment',https://doi.org/10.7910/DVN/IJE4RJ
The Impact of Financial Openness on the Size of Utility-enhancing Government [Dataset],https://doi.org/10.7910/DVN/MXN1R8
What Kinds of Trade Liberalization Agreements Do People in Developing Countries Want?,https://doi.org/10.7910/DVN/Z4GACS
Storage infrastructure and agricultural yield: evidence from a capital investment subsidy scheme,https://doi.org/10.7910/DVN/XEM5WL
"Replication data for: Online Word of Mouth, Hit vs. Niche Products, and Social Dynamics",https://doi.org/10.7910/DVN/R5Y4E3
"Replication data for: Driving Support: Workers, PACs, and Congressional Support of the Auto Industry",https://doi.org/10.7910/DVN/DWNIJY
Replication data for: Improving forecasts using equally weighted predictors,https://doi.org/10.7910/DVN/EQUALWEIGHTS
"Replication data for: Borders, Geography, and Oligopoly: Evidence from the Wind Turbine Industry",https://doi.org/10.7910/DVN/27228
Replication data for: Income and Health Spending: Evidence from Oil Price Shocks,https://doi.org/10.7910/DVN/REST_A_00306
"Replication Data for: Relative Poverty, Perceived Violence, and Support for Militant Politics: Evidence from Pakistan",https://doi.org/10.7910/DVN/9IYGIX
"Replication Data for: Relative Poverty, Perceived Violence, and Support for Militant Politics: Evidence from Pakistan",https://doi.org/10.7910/DVN/ENFMZY
Global Research on COVID-19,https://doi.org/10.7910/DVN/9ZIDYR
Modeling Uncertainty in Integrated Assessment of Climate Change: A Multimodel Comparison,https://doi.org/10.7910/DVN/XWOT8A
Building Workflows for Data Analysis with KNIME,https://doi.org/10.7910/DVN/2PFG2G
"Replication Data for: ""Effects of Investor Sentiment Using Social Media on Corporate Financial Distress"" dissertation",https://doi.org/10.7910/DVN/K8GOKC
Social Media Data about the Big Four Fashion Weeks - Fall-Winter 2018,https://doi.org/10.7910/DVN/8BNXES
China Province Map with 2000-2010 Population Census Data,https://doi.org/10.7910/DVN/IJNHQZ
China Prefecture Map with 2000-2010 Population Census Data,https://doi.org/10.7910/DVN/GLKQME
Replication Data for: affective states as predictors of performance and satisfaction of international academic staff,https://doi.org/10.7910/DVN/LMC6SW
Replication Data for: Product Diffusion Through On-Demand Information-Seeking Behavior,https://doi.org/10.7910/DVN/GX2QEZ
Comprehensive Catalogue of Chinese Genealogies,https://doi.org/10.7910/DVN/PO0VF6
Exercise Contagion in a Global Social Network,https://doi.org/10.7910/DVN/VANSK4
An Introduction to China Data Online and China Data Lab,https://doi.org/10.7910/DVN/9VAKFY
Manufacturing company email metadata and corporate hierarchy,https://doi.org/10.7910/DVN/6Z3CGX
"New Technology, New Features, and New Directions",https://doi.org/10.7910/DVN/UHM36E
Inflation expectations and macroeconomic data from Brazil,https://doi.org/10.7910/DVN/RZP6NS
Analysis of the effects of American critic reviews on abroad cinema consumption: the Brazilian cinema case,https://doi.org/10.7910/DVN/YYYZB0
WGND 1.0,https://doi.org/10.7910/DVN/YPRQH8
A state-space SIR model with time-varying quarantine protocols,https://doi.org/10.7910/DVN/9U8TKL
International and sectoral variation in industrial energy prices 1995-2015,https://doi.org/10.7910/DVN/EPP1YA
"Replication data for: Delmas, M. A., Fischlein, M., Omar I. Asensio, O.I. (2013). Information strategies and energy conservation behavior: A meta-analysis of experimental studies from 1975 to 2012. Energy Policy, 61, 729-739",https://doi.org/10.7910/DVN/25724
HistPat Dataset,https://doi.org/10.7910/DVN/BPC15W
Enhancing the benefits of value chain development: Addressing gender disparities in Kenyan and Ugandan common bean value chains,https://doi.org/10.7910/DVN/W0KNMD
Value chain development to reach the nutritional needs of the urban poor:  The role of brokers and SMEs for the commercialization of common beans in East Africa,https://doi.org/10.7910/DVN/N5UAVU
Replication data for: Do Small ,https://doi.org/10.7910/DVN/IRNEGM
Businesses,https://doi.org/10.7910/DVN/GA0UQJ
 Create More Jobs? New Evidence for the United States from the National Establishment Time Series,https://doi.org/10.7910/DVN/27186
Small and medium enterprises across the globe [Dataset],https://doi.org/10.7910/DVN/W4B8MB
Replication Data for: Regression Discontinuity Designs Based on Population Thresholds:   Pitfalls and Solutions  ,https://doi.org/10.7910/DVN/PGXO5O
Replication data for: Observation-Driven Mixed-Measurement Dynamic Factor Models with an Application to Credit Risk,https://doi.org/10.7910/DVN/26735
Replication Data for: 'Firm-Level Political Risk: Measurement and Effects',https://doi.org/10.7910/DVN/OBNRBP
Replication Data for: Case selection and causal inferences in qualitative comparative research,https://doi.org/10.7910/DVN/3H5EDP
"Replication Data for: Governance and the effectiveness of public health subsidies: Evidence from Ghana, Kenya and Uganda",https://doi.org/10.7910/DVN/2ELQNE
"Getting Into Informal Networks: Interviews with Top Women in Management, 1980",https://doi.org/10.7910/DVN/IGSLXU
Harvard graduate school tuition,https://doi.org/10.7910/DVN/LV0YSQ
China Natural Gas Pipelines (2013),https://doi.org/10.7910/DVN/J5U79Z
Monetary Institutions and the Political Survival of Democratic Leaders,https://doi.org/10.7910/DVN/YG5CEX
Replication Data for: Capture-Recapture Methods for Data on the Activation of Applications on Mobile Phones,https://doi.org/10.7910/DVN/H4AOQP
"Achieving Society: Characteristics of Entrepreneurs, 1961",https://doi.org/10.7910/DVN/7CPPE6
Consumer Confidence Survey,https://doi.org/10.7910/DVN/L3JH6Y
Balsakhi,https://doi.org/10.7910/DVN/UV7ERB
Replication Data for: 'Religious Competition and Reallocation: The Political Economy of Secularization in the Protestant Reformation',https://doi.org/10.7910/DVN/QULALN
Impact of institutional and cultural distance on ASEAN’s trade efficiency,https://doi.org/10.7910/DVN/EBSVSE
"Replication Data for: Primary Resources, Secondary Labor: Natural Resources and Immigration Policy",https://doi.org/10.7910/DVN/Q5YDKL
Replication Data for: When Are Monetary Policy Preferences Egocentric? Evidence from American Surveys and an Experiment,https://doi.org/10.7910/DVN/MWNBXO
Agile Software Development: It’s Implication for AI products and Developers,https://doi.org/10.7910/DVN/G2X5ZM
Political institutions and central government expenditures for 25 OECD countries,https://doi.org/10.7910/DVN/GQ0VEY
Economic and Social Costs of Violence Against Women and Girls,https://doi.org/10.7910/DVN/RU1X7W
"Replication data for: Policy Agendas, Party Control, and PAC Contributions in the American States",https://doi.org/10.7910/DVN/P9IGUD
Institutional convergence in Europe,https://doi.org/10.7910/DVN/JXXNDO
Replication data for: Generalist Interest Organizations and Interest System Density: A Test of the Competitive Exclusion Hypothesis,https://doi.org/10.7910/DVN/KCLQGE
2018 Genomic Database Governance Survey - main variables,https://doi.org/10.7910/DVN/VTS1T9
Weighted Tardiness Scheduling with Sequence-Dependent Setups: A Benchmark Library,https://doi.org/10.7910/DVN/VHA0VQ
Replication Data for: Not Evidence for Baumol's Cost Disease,https://doi.org/10.7910/DVN/UJ61HA
Replication data for: A Field Experiment on Search Costs and the Formation of Scientific Collaborations,https://doi.org/10.7910/DVN/PDHMHF
"PPT slides and paper for ""Social Capital and Health: A Meta-Analysis"", presented at the 2019 New Zealand Association of Economists meeting.",https://doi.org/10.7910/DVN/HZTPBE
"Replication Data for: ""Social Capital and Health: A Meta-Analysis""",https://doi.org/10.7910/DVN/1BCRXO
Number of scientific publications (peer-reviewed articles) published in academic journals,https://doi.org/10.7910/DVN/LCBMOH
Number of publications published in top journals,https://doi.org/10.7910/DVN/E3CBCD
Community-Owned Fiber Networks: Value Leaders in America,https://doi.org/10.7910/DVN/HHTTF1
 Number of patent applications filed to the European patent office (EPO) for inventions,https://doi.org/10.7910/DVN/7ZDIIX
"Replication Data for ""Enhancing Response Coordination Through the Assessment of Response Network Structural Dynamics""",https://doi.org/10.7910/DVN/JIZOTK
Northern Uganda Social Action Fund - Youth Opportunities Program,https://doi.org/10.7910/DVN/27898
Replication Data for: Who feeds information to regulators? Stakeholder diversity in European Union regulatory agency consultations,https://doi.org/10.7910/DVN/KOP4D7
"Replication data for: Gender, Competitiveness and Socialization at a Young Age: Evidence from a Matrilineal and a Patriarchal Society",https://doi.org/10.7910/DVN/23078
"Replication data for: ""Risk Attitudes, Sample Selection and Attrition in a Longitudinal Field Experiment""",https://doi.org/10.7910/DVN/KEIMA9
Replication data for: Catastrophic Natural Disasters and Economic Growth,https://doi.org/10.7910/DVN/26717
Replication data for: Statistical Discrimination or Prejudice? A Large Sample Field Experiment,https://doi.org/10.7910/DVN/26410
Promoting Handwashing Behavior: The Effects of Large-Scale Community and School-Level Interventions,https://doi.org/10.7910/DVN/0OTVLH
Voter Registration Costs and Disenfranchisement: Experimental Evidence from France,https://doi.org/10.7910/DVN/ILZ5QL
Replication data for: Going Soft: How the Rise of Software-Based Innovation Led to the Decline of Japan's IT Industry and the Resurgence of Silicon Valley,https://doi.org/10.7910/DVN/RHHG2B
Issues in the Estimation of Dynamic Happiness Models: A Comment on ‘Does Childhood Predict Adult Life Satisfaction?’,https://doi.org/10.7910/DVN/6JN7E0
Email Archive for Ill Treatment and Torture (ITT) Data,https://doi.org/10.7910/DVN/27734
"Replication Data for ""Direct and Indirect Effects Based on Difference- in-Differences With an Application to Political Preferences Following the Vietnam Draft Lottery""",https://doi.org/10.7910/DVN/I57L3O
Replication Data for: Cargo 2000 Freight Tracking and Tracing Data Set,https://doi.org/10.7910/DVN/RIRH2O
Woods & Poole Complete US Dataset,https://doi.org/10.7910/DVN/ZCPMU6
READZ off-farm value chain surveys: Rental Service,https://doi.org/10.7910/DVN/XHZJ7G
What Determines the Specificity of Subsidies?,https://doi.org/10.7910/DVN/5JMNRV
Replication Data for: How Do Firms Feel About Participation by Their Peers in the Regulatory Design Process? An Online Survey Experiment Testing the Substantive Change and Spillover Mechanisms,https://doi.org/10.7910/DVN/BY3NDW
Replication data for: Split-Sample Instrumental Variables Estimates of the Return to Schooling,https://doi.org/10.7910/DVN/6LX9OE
Replication data for: 2001 & 2007 Recessions prompted Remaking of  The International Organizations,https://doi.org/10.7910/DVN/J7KXJE
"Database creation through if, vlookup, sum and sumif functions of Microsoft Excel",https://doi.org/10.7910/DVN/YOJQZI
Replication data for: Estimation of Limited Dependent Variable Models with Dummy Endogenous Regressors: Simple Strategies for Empirical Practice,https://doi.org/10.7910/DVN/8RYANI
The own and social effects of an unexpected income shock: Evidence from the Dutch Postcode Lottery [Dataset],https://doi.org/10.7910/DVN/RCSQ2F
Replication data for: Regulatory Reform and Productivity Change in Indian Banking,https://doi.org/10.7910/DVN/1LFLUL
An impact assessment of stakeholder engagement interventions in Ugandan oil extractives,https://doi.org/10.7910/DVN/SXMLCG
The Growth Effects of R&D Spending in the EU: A Meta-Analysis,https://doi.org/10.7910/DVN/38YU1I
Replication data for: Do Sex Offender Registration and Notification Laws Affect Criminal Behavior?,https://doi.org/10.7910/DVN/CBP8JF
Replication data for: Firm Exports and Multinational Activity under Credit Constraints,https://doi.org/10.7910/DVN/27087
Replication Data for: Do People Avoid Morally Relevant Information? Evidence from the Refugee Crisis,https://doi.org/10.7910/DVN/OJWRWM
Replication data for: The Dynamic Electoral Returns of A Large Anti-Poverty Program,https://doi.org/10.7910/DVN/KYZ6JR
"Replication data for: Lowering Standards to Wed? Spouse Quality, Marriage, and Labor Market Responses to the Gender Wage Gap",https://doi.org/10.7910/DVN/8Z0LIV
"Replication Data for: ""Relationship Lending and the Great Depression""",https://doi.org/10.7910/DVN/DL4S2M
Replication Code for: Enlisting Employees in Improving Payroll-Tax Compliance: Evidence from Mexico,https://doi.org/10.7910/DVN/4GT3U3
Replication data for: Farmer Field Days and Demonstrator Selection for Increasing Technology Adoption,https://doi.org/10.7910/DVN/KSPAQI
"Replication data info for: ""Rethinking the Benefits of Youth Employment Programs: The Heterogeneous Effects of Summer Jobs""",https://doi.org/10.7910/DVN/6JSH69
"Replication data for: “'The Righteous And Reasonable Ambition To Become A Landholder': Land And Racial Inequality In The Postbellum South""",https://doi.org/10.7910/DVN/DCA9QW
"Replication data for: ""The Value of Insiders as Mentors: Evidence from the Effects of NSF Rotators on Early Career Scientists""",https://doi.org/10.7910/DVN/H9EQ05
Replication data for: Of Mice and Merchants: Connectedness and the Location of Economic Activity in the Iron Age,https://doi.org/10.7910/DVN/WPTLQP
"Replication Data for: ""Spring Forward, Don't Fall Back: The Effect of Daylight Saving Time on Road Safety""",https://doi.org/10.7910/DVN/UVUXDR
"Replication Data for: ""New Evidence on Cyclical Variation in Average Labor Costs in the U.S.""",https://doi.org/10.7910/DVN/HFCHNF
"Replication data for: ""Accountability, Political Capture and Selection into Politics: Evidence from Peruvian Municipalities""",https://doi.org/10.7910/DVN/ZXC6XH
Replication data for: Ownership and Productivity in Vertically-Integrated Firms: Evidence from the Chinese Steel Industry,https://doi.org/10.7910/DVN/2QZHPA
Replication Data for: A Structural Model for the Coevolution of Networks and Behavior,https://doi.org/10.7910/DVN/DDNOOW
Analyzing Drivers of Low Carbon Transitions in Post-Fukushima Japan: A Cross City Comparison of Electricity Consumption,https://doi.org/10.7910/DVN/26611
"Egypt Wheat Trader Survey, 1996",https://doi.org/10.7910/DVN/V4VWBQ
Borderlands Coffee Project: Improving Income and Employment Opportunities among Coffee Farmers and the Displaced of Ecuador,https://doi.org/10.7910/DVN/NKHTDR
Borderlands Coffee Project: Improving Income and Employment Opportunities among Coffee Farmers and the Displaced of Colombia,https://doi.org/10.7910/DVN/CVMAF0
Replication data for: Exchange-Rate Policy Attitudes: Direct Evidence from Survey Data,https://doi.org/10.7910/DVN/AEMELF
Differentiating Emissions Targets for Individual Developed Countries: Economics and Equity [Dataset],https://doi.org/10.7910/DVN/SXHZKG
"“Verifying the internal validity of a flagship RCT: A review of Crépon, Devoto, Duflo and Parienté”: A rejoinder",https://doi.org/10.7910/DVN/C6OW6C
DOCUMENTS AND RECORDS MANAGEMENT POLICY - J. Mark SEMAKULA,https://doi.org/10.7910/DVN/ESQG5S
READZ off-farm value chain surveys – Mills,https://doi.org/10.7910/DVN/WDRVBS
"Replication Data for: ""A New Regression-Based Tail Index Estimator""",https://doi.org/10.7910/DVN/X3P3WR
"Replication Data for: ""Characteristic-Sorted Portfolios: Estimation and Inference""",https://doi.org/10.7910/DVN/SU5E5S
Replication data for: Underreporting in Political Science Survey Experiments: Comparing Questionnaires to Published Results,https://doi.org/10.7910/DVN/28766
The difference in the intraday return-volume relationships of spot and futures: a quantile regression approach,https://doi.org/10.7910/DVN/MCOVPQ
Code Appendix for: The Effect of Mercosur on the Marketing of New Products,https://doi.org/10.7910/DVN/5DYMJL
A Scientometric of ENT 1990-2013,https://doi.org/10.7910/DVN/CGDOHW
Documents_and_Records_Management_Policy - Mark SEMAKULA,https://doi.org/10.7910/DVN/EFFGK3
Replication data for: Estimating peer effects in networks with peer encouragement designs,https://doi.org/10.7910/DVN/ELUQVD
Cobertura territorial da Atenção Básica na cidade de São Paulo,https://doi.org/10.7910/DVN/4DBD3S
Policy on natural disaster response to guarantee the principles of Post-Disaster assistance,https://doi.org/10.7910/DVN/XJ02QO
Data from: Managers' and physicians’ perception of palm vein technology adoption in the healthcare industry (Preprint) and Medical Identity Theft and Palm Vein Authentication: The Healthcare Manager's Perspective (Doctoral Dissertation),https://doi.org/10.7910/DVN/RSPAZQ
Uganda (2005): TRaC Survey Understanding Behavioral Determinants and Monitoring Trends for Cross-Generational Sex Among Female University Students (19-24). Round One.,https://doi.org/10.7910/DVN/T1FSLQ
"Replication Data for: Sectors, Pollution, and Trade: How Industrial Interests Shape Domestic Positions on Global Climate Agreements",https://doi.org/10.7910/DVN/1WBFGH
Informal Food Retail Trade in Ghanaian Cities,https://doi.org/10.7910/DVN/DKDUU9
Replication Data for: Power Suggest Pro Coupon Code,https://doi.org/10.7910/DVN/LFZEVI
Impact of Savings Groups on the Lives of the Poor,https://doi.org/10.7910/DVN/EJTYHC
Technology Adoption and Productivity of Rice in the Atebubu-Amantin Municipality in the Brong-Ahafo Region of Ghana,https://doi.org/10.7910/DVN/24151
"Behavioral Tracking Survey (Truckers) - II, 2008 (By TCIF)",https://doi.org/10.7910/DVN/JQALWN
"Behavioral Tracking Survey (Truckers) - I, 2008 (By TCIF)",https://doi.org/10.7910/DVN/ELSJJQ
The GoBifo project evaluation report: Assessing the Impact of Community Driven Development in Sierra Leone,https://doi.org/10.7910/DVN/QXEZBN
Political competition and economic policy: empirical evidence from Pakistan,https://doi.org/10.7910/DVN/03SDLZ
Elections and Capital Flight: Evidence from Africa,https://doi.org/10.7910/DVN/4L80PR
Information Technology and Growth (updated),https://doi.org/10.7910/DVN/XGIISU
Information Technology and Growth,https://doi.org/10.7910/DVN/AZQXQC
The Private Provision of Public Goods: Corporate Commitments and the United Nations Global Compact,https://doi.org/10.7910/DVN/KKU9SC
READZ off-farm value chain surveys: Traders,https://doi.org/10.7910/DVN/Z1ERZM
Informal Food Retail Trade in Nigeria’s Secondary Cities,https://doi.org/10.7910/DVN/F2PKSE
Next in Data Visualization,https://doi.org/10.7910/DVN/YWGZNB
Next in Data Visualization (Introduction and Handouts),https://doi.org/10.7910/DVN/7ZTRCP
The Catch-22 of External Validity in the Context of Constraints to Firm Growth,https://doi.org/10.7910/DVN/MNW5LP
Replication Data for: The effect of market competition on bribery in emerging economies: An empirical analysis of Vietnamese firms.,https://doi.org/10.7910/DVN/S4IOBL
Savings Constraints and Microenterprise Development: Evidence from a Field Experiment in Kenya,https://doi.org/10.7910/DVN/EXL9DX
"Study of Female-Headed Households in the Rural Mid South, 1989-1991",https://doi.org/10.7910/DVN/6ZGMKI
Replication data for: Risky Choice in the Limelight,https://doi.org/10.7910/DVN/27523
Replication data for: Multivariate Matching Methods That are Monotonic Imbalance Bounding,https://doi.org/10.7910/DVN/OMHQFP
"The careers and co-authorship networks of U.S. patent-holders, since 1975",https://doi.org/10.7910/DVN/YJUNUN
Mexican-American Study Project: MASP I (1960-1968)  (M543V1),https://doi.org/10.7910/DVN/C7Z0HI
The Impacts of Industrial and Entrepreneurial Work on Income and Health: Experimental Evidence from Ethiopia,https://doi.org/10.7910/DVN/DNQHTO
Did the JOBS Act Benefit Community Banks? A Regression Discontinuity Study,https://doi.org/10.7910/DVN/Q2OHRH
The long term impacts of grants on poverty: 9-year evidence from Uganda’s Youth Opportunities Program,https://doi.org/10.7910/DVN/V0N0HA
"Senate Unpassed Legislation 1836, Docket 9937, SC1/series 231, Petition of Horace Scudder",https://doi.org/10.7910/DVN/B2H7H
Replication data for: Partisan strategies and supply-side economic policies in advanced nations 1960-1990,https://doi.org/10.7910/DVN/YCQCM6
"Australian National Social Science Survey, 1984 (M171)",https://doi.org/10.7910/DVN/V0X3IT
Motivational and value preferences of townsfolk in the field of fitness,https://doi.org/10.7910/DVN/XIMFVH
Replication Data for: Determinantes do Voto em Candidatos Militaristas,https://doi.org/10.7910/DVN/YDJZC0
Survey data on the costs and benefits of livestock management practices in the lowlands of Ethiopia,https://doi.org/10.7910/DVN/PIOKQZ
The Impact of Consulting Services on Small and Medium Enterprises: Evidence from a Randomized Trial in Mexico,https://doi.org/10.7910/DVN/H74D2A
Survey data on cost and benefit analysis for climate-smart agricultural (CSA) in the Coastal Savannah Agro-ecological Zone of Ghana,https://doi.org/10.7910/DVN/Q6BO6Q
"Australian National Social Science Survey, 1984-1988 (M475)",https://doi.org/10.7910/DVN/YQO5LI
"Bay Area Project Organization Survey, 1992 (M1099B)",https://doi.org/10.7910/DVN/2Y99KH
"Ethiopia Productive Safety Net Program (PSNP) Baseline Community Survey, 2013",https://doi.org/10.7910/DVN/SNL11W
Replication data for: Disagreement about Inflation Expectations,https://doi.org/10.7910/DVN/9OZAX2
Spatial Layers and Spatial Structure in Central and Eastern Europe,https://doi.org/10.7910/DVN/PFCFSW
Avoiding the Spotlight: Human Rights Shaming and Foreign Direct Investment,https://doi.org/10.7910/DVN/7N6ZEX
"National Personal Transportation Survey, 1969 (M080V1)",https://doi.org/10.7910/DVN/CBQIUZ
Oligopoly limit-pricing in the lab [Dataset],https://doi.org/10.7910/DVN/ECTHBD
Happiness on Tap: Piped Water Adoption in Urban Morocco,https://doi.org/10.7910/DVN/V2C9TL
Mapping the efficiency of international scientific collaboration between cities worldwide,https://doi.org/10.7910/DVN/9E6Y1M
"Extended data for: “But you have to start somewhere….”: Nurses’ perceptions of what is required to provide quality neonatal care in selected hospitals, Kenya.",https://doi.org/10.7910/DVN/FV5O1I
Replication data for: The BARISTA: A Model for Bid Arrivals in Online Auctions,https://doi.org/10.7910/DVN/FQ3CCH
Replication data for: Market-Protecting Institutions and the World Trade Organization's Ability to Promote Trade,https://doi.org/10.7910/DVN/24759
Replication Data for: The politics of State aid in the European Union: explaining variation in aid allocation among Member States,https://doi.org/10.7910/DVN/LETUUY
Follow the money not the cash: Comparing methods for identifying consumption and investment responses to a liquidity shock,https://doi.org/10.7910/DVN/KKAWV7
Market-Protecting Institutions and the World Trade Organization's Ability to Promote Trade,https://doi.org/10.7910/DVN/KEUWTT
dianping.com Shanghai Venues in 2014,https://doi.org/10.7910/DVN/FRNGY7
"Replication Data for Chen, V.L., Delmas, M.A., Locke S., Singh, A. 2017. Information Strategies for Energy Conservation: A Field Experiment in India. Energy Economics.",https://doi.org/10.7910/DVN/7MEXN4
The Examiner - Spam Clickbait Events,https://doi.org/10.7910/DVN/I4HKOO
NHS Choices reviews from beginning up to 17 Dec 2017,https://doi.org/10.7910/DVN/AXZDKC
Replication Data for: Evaluating COVID-19 Public Health Messaging in Italy: Self-Reported Compliance and Growing Mental Health Concerns,https://doi.org/10.7910/DVN/1SBQCX
OECD Main Economic Indicators,https://doi.org/10.7910/DVN/A3MSOJ
"Subscribed Content Human Rights and Trade: Beyond the ""Spotlight""",https://doi.org/10.7910/DVN/LHLWDE
